SOURCE,type,trt_functional,order,replicates,insect_dens,insect_densSE,damagescore,damagescore_SE,application,app_SE,rate,cost,yield1,yield1_SE,yield2,yield2_SE,disease,dis_rating,disrating_SE,beneficial insect,beneficial insect value,beneficial insect_SE,,,,,,,,,,,,,,,
18,field,standard,hemiptera,4,48.24,.,.,.,6.3,0.5,.,.,3402.48,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
18,field,threshold,hemiptera,4,50,.,.,.,1,0,.,.,4008.26,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
18,field,threshold,hemiptera,4,41.6,.,.,.,1.4,0.2,.,.,1966.94,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
18,field,threshold,hemiptera,4,31.24,.,.,.,1,0,.,.,3904.95,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
18,field,threshold,hemiptera,4,155.2,.,.,.,2.2,0.5,.,.,3340.24,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
18,field,threshold,hemiptera,4,79.7,.,.,.,2.8,0.5,.,.,3464.73,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
18,field,threshold,hemiptera,4,96.48,.,.,.,2.2,0.2,.,.,3423.23,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,field,control,diptera,3,.,.,10,1.08,0,.,0.5 ai kg/ha,.,4.05,c,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,control,diptera,3,.,.,4.66,0.79,0,.,0.5 ai kg/ha,.,2.08,d,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,control,diptera,3,.,.,10,1.08,0,.,0.5 ai kg/ha,.,0,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,field,standard,diptera,3,.,.,6.33,0.91,2,.,0.5 ai kg/ha,.,11.05,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,standard,diptera,3,.,.,1.67,0.56,2,.,0.5 ai kg/ha,.,6.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,standard,diptera,3,.,.,10,1.08,2,.,0.5 ai kg/ha,.,1.12,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,field,threshold,diptera,3,.,.,0,0,1,.,0.5 ai kg/ha,.,8.96,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,field,threshold,diptera,3,.,.,0.67,0.42,1,.,0.5 ai kg/ha,.,10.7,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,field,threshold,diptera,3,.,.,5,0.83,1,.,0.5 ai kg/ha,.,9.62,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,field,threshold,diptera,3,.,.,6.33,0.9,1,.,0.5 ai kg/ha,.,9.36,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,threshold,diptera,3,.,.,2,0.5,1,.,0.5 ai kg/ha,.,3.94,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,threshold,diptera,3,.,.,3,0.64,1,.,0.5 ai kg/ha,.,6.75,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,threshold,diptera,3,.,.,4.33,0.72,1,.,0.5 ai kg/ha,.,4.95,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
19,specialty,threshold,diptera,3,.,.,10,1.08,1,.,0.5 ai kg/ha,.,5.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
20,specialty,control,coleoptera,4,0.54,.,0.49,.,0,.,.1  kg  (AI)/ha,.,2.47,.,378,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
20,specialty,standard,coleoptera,4,0.31,.,0.16,.,9,.,.1  kg  (AI)/ha,.,3.85,.,586,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
20,specialty,threshold,coleoptera,4,0.25,.,0.44,.,2,.,.1  kg  (AI)/ha,.,3.09,.,464,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
20,specialty,threshold,coleoptera,4,0.17,.,0.46,.,2,.,.1  kg  (AI)/ha,.,3.41,.,503,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,control,lepidoptera,4,.,.,6.5,.,0,.,.,.,.,.,1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,control,lepidoptera,4,.,.,6.6,.,0,.,.,.,.,.,1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,standard,lepidoptera,4,.,.,2.2,.,11,.,.,.,.,.,98,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,standard,lepidoptera,4,.,.,2.5,.,8,.,.,.,.,.,82,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,2.3,.,11,.,.,.,.,.,98,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,2.7,.,5,.,.,.,.,.,77,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,2.6,.,6,.,.,.,.,.,93,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,2.8,.,7,.,.,.,.,.,90,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,3.2,.,5,.,.,.,.,.,65,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,2.8,.,5,.,.,.,.,.,72,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,3.4,.,5,.,.,.,.,.,53,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,3.3,.,5,.,.,.,.,.,62,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,2.9,.,4,.,.,.,.,.,93,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,3.7,.,4,.,.,.,.,.,45,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,3.3,.,5,.,.,.,.,.,79,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
21,specialty,threshold,lepidoptera,4,.,.,3.3,.,5,.,.,.,.,.,72,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,control,lepidoptera,2,1.036,.,3.98,.,0,.,1.12kg(AI)/ha,.,.,.,5.4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,control,lepidoptera,3,0.657,.,5.05,.,0,.,0.84kg(AI)/ha,.,.,.,1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,control,lepidoptera,4,1.229,.,3.7,.,0,.,0.84kg(AI)/ha,.,.,.,31,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,standard,lepidoptera,4,0.388,.,1.88,.,10,.,0.84kg(AI)/ha,.,.,.,93.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,standard,lepidoptera,3,0.437,.,3.05,.,7,.,1.12kg(AI)/ha,.,.,.,60.7,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,standard,lepidoptera,2,0.128,.,2.36,.,12,.,1.12kg(AI)/ha,.,.,.,82.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,4,0.407,.,1.96,.,9,.,0.84kg(AI)/ha,.,.,.,85.1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,4,0.342,.,1.68,.,11,.,0.84kg(AI)/ha,.,.,.,89.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,4,0.319,.,1.88,.,8,.,0.84kg(AI)/ha,.,.,.,89.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,3,0.375,.,2.52,.,4,.,1.12kg(AI)/ha,.,.,.,90.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,2,0.537,.,2.77,.,7,.,1.12kg(AI)/ha,.,.,.,69,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,2,0.468,.,2.74,.,7.5,.,1.12kg(AI)/ha,.,.,.,64.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,2,0.292,.,2.51,.,7.5,.,1.12kg(AI)/ha,.,.,.,82.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
22,specialty,threshold,lepidoptera,3,0.41,.,2.39,.,5,.,1.12kg(AI)/ha,.,.,.,83.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,0.18,0.06,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,0.2,0.07,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,1,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,1,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,0.15,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,0.53,0.05,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,0.25,0.12,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,control,diptera,4,.,.,.,.,0,.,.,0,.,.,0.18,0.18,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,323.35,.,.,0.53,0.08,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,323.35,.,.,0.78,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,280.92,.,.,0,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,325.35,.,.,0.18,0.05,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,323.35,.,.,0.85,0.05,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,323.35,.,.,0.8,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,280.92,.,.,0.75,0.07,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,standard,diptera,4,.,.,.,.,8,.,.,323.35,.,.,0.78,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,4,.,.,146.46,.,.,0.4,0.11,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,6,.,.,210.69,.,.,0.6,0.08,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,6,.,.,168.26,.,.,0,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,7,.,.,224.59,.,.,0.08,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,4,.,.,140.46,.,.,0.75,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,6,.,.,210.69,.,.,0.78,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,6,.,.,168.26,.,.,0.73,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
23,specialty,threshold,diptera,4,.,.,.,.,7,.,.,224.59,.,.,0.68,0.1,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,control,hemiptera,3,77.57142857,8.922023973,.,.,0.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,control,hemiptera,3,124.6428571,16.2861593,.,.,0.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,control,hemiptera,4,4956.545455,662.1794137,.,.,0.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,control,hemiptera,4,5560,768.4559534,.,.,0.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,standard,hemiptera,4,12.45454545,1.451674656,.,.,3.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,standard,hemiptera,4,47.90909091,13.80824147,.,.,3.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,standard,hemiptera,3,175.8571429,36.16087087,.,.,7.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,standard,hemiptera,3,446.0714286,91.78787828,.,.,5.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,threshold,hemiptera,4,40.36363636,4.919595943,.,.,2.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,threshold,hemiptera,4,66.45454545,9.394766896,.,.,2.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,threshold,hemiptera,3,201.3571429,38.27788518,.,.,5.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
24,specialty,threshold,hemiptera,3,644.7142857,119.51853,.,.,4.00,.,".56kgAl/ha,",.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,control,lepidoptera,4,.,.,6.5,0.8,0,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,control,lepidoptera,4,.,.,18.9,0.9,0,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,control,lepidoptera,4,.,.,29.8,1.5,0,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,standard,lepidoptera,4,.,.,0.07,0.04,12,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,standard,lepidoptera,4,.,.,1.7,0.2,9,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,standard,lepidoptera,4,.,.,1.8,0.2,11,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,standard,lepidoptera,4,.,.,5.5,0.7,14,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,threshold,lepidoptera,4,.,.,0.3,0.1,9,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,threshold,lepidoptera,4,.,.,2.1,0.2,7,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,threshold,lepidoptera,4,.,.,2.9,0.3,4,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,threshold,lepidoptera,4,.,.,1.3,0.3,7,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,threshold,lepidoptera,4,.,.,2.3,0.3,9,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
25,specialty,threshold,lepidoptera,4,.,.,9.9,0.9,7,.,1.0kg[AIl/ha),.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,control,lepidoptera,4,1.27,0.46,.,.,0,.,140g (AI)/ha;,.,805.5,43.9,10.4,8.7,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,control,lepidoptera,4,2.21,0.91,.,.,0,.,140g (AI)/ha;,.,679,24.2,3.3,2.3,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,standard,lepidoptera,4,0.23,0.1,.,.,6,.,140g (AI)/ha;,.,1029,36.7,93.2,3.3,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,standard,lepidoptera,4,0.24,0.2,.,.,4,.,140g (AI)/ha;,.,968.2,41.4,96,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,threshold,lepidoptera,4,0.3,0.1,.,.,3,.,140g (AI)/ha;,.,936.1,41.7,77.1,2.9,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,threshold,lepidoptera,4,0.46,0.15,.,.,2,.,140g (AI)/ha;,.,986.5,48.1,81.7,6.1,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,threshold,lepidoptera,4,0.86,0.56,.,.,3,.,140g (AI)/ha;,.,989.3,34.6,95,2.8,.,.,.,.,.,.,,,,,,,,,,,,,,,
26,specialty,threshold,lepidoptera,4,0.89,0.57,.,.,2,.,140g (AI)/ha;,.,978.5,31.3,88.3,4.2,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,control,hemiptera,4,64,.,.,.,0,.,.11kg(AIJ/ha),.,20.6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,control,hemiptera,4,85.3,.,.,.,0,.,.11kg(AIJ/ha),.,20.9,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,control,hemiptera,4,10,.,.,.,0,.,.11kg(AIJ/ha),.,39.6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,control,hemiptera,4,40,.,.,.,0,.,.11kg(AIJ/ha),.,39.3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,control,hemiptera,4,298,.,.,.,0,.,.11kg(AIJ/ha),.,12.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,standard,hemiptera,4,8.4,.,.,.,3,.,.11kg(AIJ/ha),.,28.7,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,standard,hemiptera,4,8.6,.,.,.,4,.,.11kg(AIJ/ha),.,30.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,standard,hemiptera,4,6,.,.,.,2,.,.11kg(AIJ/ha),.,48.8,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,standard,hemiptera,4,8,.,.,.,3,.,.11kg(AIJ/ha),.,45.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,standard,hemiptera,4,15,.,.,.,7,.,.11kg(AIJ/ha),.,31,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,standard,hemiptera,4,13,.,.,.,7,.,.11kg(AIJ/ha),.,34.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,threshold,hemiptera,4,12.7,.,.,.,2,.,.11kg(AIJ/ha),.,26.6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,threshold,hemiptera,4,19.4,.,.,.,2,.,.11kg(AIJ/ha),.,27.9,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,threshold,hemiptera,4,14,.,.,.,1,.,.11kg(AIJ/ha),.,45.7,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,threshold,hemiptera,4,19,.,.,.,1,.,.11kg(AIJ/ha),.,46.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,threshold,hemiptera,4,65,.,.,.,4,.,.11kg(AIJ/ha),.,32.4,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
27,specialty,threshold,hemiptera,4,43,.,.,.,4,.,.11kg(AIJ/ha),.,32.8,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
28,specialty,control,lepidoptera,5,1.766074709,0.380154596,.,.,0,.,mixtureofBacillusthuringensisvar.kurstakiBerliner(Dipel;184g/ha)andfenvaler-ate(18g/ha)wasappliedin a totalvolumeof 15liters.,.,4.4,.,43,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
28,specialty,control,lepidoptera,5,1.9,.,.,.,0,.,mixtureofBacillusthuringensisvar.kurstakiBerliner(Dipel;184g/ha)andfenvaler-ate(18g/ha)wasappliedin a totalvolumeof 15liters.,.,2,.,24.4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
28,specialty,standard,lepidoptera,5,0.15,0.01,.,.,12,.,mixtureofBacillusthuringensisvar.kurstakiBerliner(Dipel;184g/ha)andfenvaler-ate(18g/ha)wasappliedin a totalvolumeof 15liters.,.,9.6,.,83.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
28,specialty,standard,lepidoptera,5,0.14,0.03,.,.,12,.,mixtureofBacillusthuringensisvar.kurstakiBerliner(Dipel;184g/ha)andfenvaler-ate(18g/ha)wasappliedin a totalvolumeof 15liters.,.,8.9,.,70,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
28,specialty,threshold,lepidoptera,5,0.395802099,0.134878823,.,.,10,.,mixtureofBacillusthuringensisvar.kurstakiBerliner(Dipel;184g/ha)andfenvaler-ate(18g/ha)wasappliedin a totalvolumeof 15liters.,.,7.8,.,62,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
28,specialty,threshold,lepidoptera,5,0.15,0.58,.,.,3,.,mixtureofBacillusthuringensisvar.kurstakiBerliner(Dipel;184g/ha)andfenvaler-ate(18g/ha)wasappliedin a totalvolumeof 15liters.,.,7.5,.,68.2,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,control,lepidoptera,4,.,.,5.43,.,0,.,.11kg(AIJ/ha),.,.,.,0,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,control,lepidoptera,4,.,.,5.48,.,0,.,.11kg(AIJ/ha),.,.,.,32.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,control,lepidoptera,4,.,.,2.35,.,0,.,.11kg(AIJ/ha),.,.,.,73.8,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,control,lepidoptera,4,.,.,6,.,0,.,.11kg(AIJ/ha),.,.,.,0,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,standard,lepidoptera,4,.,.,1.2,.,6,.,.11kg(AIJ/ha),.,.,.,96.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,standard,lepidoptera,4,.,.,1.6,.,8,.,.11kg(AIJ/ha),.,.,.,96.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,standard,lepidoptera,4,.,.,1.95,.,5,.,.11kg(AIJ/ha),.,.,.,98.8,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,standard,lepidoptera,4,.,.,2.68,.,4,.,.11kg(AIJ/ha),.,.,.,97.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,2.19,.,4,.,.11kg(AIJ/ha),.,.,.,97.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,2.18,.,3,.,.11kg(AIJ/ha),.,.,.,97.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,2.95,.,2,.,.11kg(AIJ/ha),.,.,.,97.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,1.38,.,5,.,.11kg(AIJ/ha),.,.,.,93.8,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,3.3,.,5.75,.,.11kg(AIJ/ha),.,.,.,61.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,3,.,6,.,.11kg(AIJ/ha),.,.,.,67.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,1.95,.,2,.,.11kg(AIJ/ha),.,.,.,80,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,3.8,.,5.25,.,.11kg(AIJ/ha),.,.,.,43.8,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,3.18,.,1,.,.11kg(AIJ/ha),.,.,.,95,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,2.3,.,3,.,.11kg(AIJ/ha),.,.,.,75,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,2.06,.,5,.,.11kg(AIJ/ha),.,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
29,specialty,threshold,lepidoptera,4,.,.,3.12,.,2,.,.11kg(AIJ/ha),.,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,control,lepidoptera,5,4.5,.,1.53,.,0,.,0.5 kg/ha,.,1.75,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,control,lepidoptera,5,9.6,.,2.05,.,0,.,0.5 kg/ha,.,1.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,standard,lepidoptera,5,0.5,.,0.01,.,8,.,0.5 kg/ha,.,2.36,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,standard,lepidoptera,5,2.9,.,0.29,.,9,.,0.5 kg/ha,.,1.98,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,threshold,lepidoptera,5,1,.,0.02,.,2,.,0.5 kg/ha,.,2.36,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,threshold,lepidoptera,5,0.6,.,0.01,.,2,.,0.5 kg/ha,.,2.3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,threshold,lepidoptera,5,3.1,.,0.22,.,6,.,0.5 kg/ha,.,1.84,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
30,specialty,threshold,lepidoptera,5,2.3,.,0.23,.,6,.,0.5 kg/ha,.,1.85,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,control,lepidoptera,4,.,.,74,2.6,0,.,"varied between ""IPM' and ""standard""",0,1211.8,82.4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,control,lepidoptera,4,.,.,50,2.6,0,.,"varied between ""IPM' and ""standard""",0,1780.2,85.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,control,lepidoptera,4,.,.,79,3.4,0,.,"varied between ""IPM' and ""standard""",0,1092.7,111.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,control,lepidoptera,4,.,.,50,5.3,0,.,"varied between ""IPM' and ""standard""",0,1781.9,151.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
